rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,source,requested_fs_div,requested_reprt_code,requested_sj_div,peer_stock_code,peer_corp_name
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_CurrentAssets,유동자산,-,Term 20,1982768917805,Term 19,2163074840988,Term 18,1691202854302,1,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,Term 20,434105464098,Term 19,647104059171,Term 18,396643798594,2,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,Term 20,58536528000,Term 19,72263450599,Term 18,16900000000,3,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_TradeAndOtherCurrentReceivables,기타채권,-,Term 20,637791666835,Term 19,645650629829,Term 18,581868123660,4,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_ShortTermTradeReceivable,매출채권,-,Term 20,585564696288,Term 19,611044864691,Term 18,556088266669,5,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,-Standard account code not used-,기타채권,-,Term 20,52226970547,Term 19,34605765138,Term 18,25779856991,6,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_Inventories,재고자산,-,Term 20,808965987719,Term 19,746323199447,Term 18,614747846838,7,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,Term 20,373764592,Term 19,1089659831,Term 18,23590117,8,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_OtherCurrentAssets,기타유동자산,-,Term 20,42995506561,Term 19,50643842111,Term 18,81019495093,9,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_NoncurrentAssets,비유동자산,-,Term 20,4818646865905,Term 19,4330594821983,Term 18,3584671429863,10,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,Term 20,20000000,Term 19,24000000,Term 18,24000000,11,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기기타채권,-,Term 20,50353958215,Term 19,80180225757,Term 18,78324507595,12,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,관계기업및공동기업투자,-,Term 20,59998748118,Term 19,56559112536,Term 18,52392994727,13,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_DeferredTaxAssets,이연법인세자산,-,Term 20,38749519773,Term 19,37441744173,Term 18,21123266919,14,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_PropertyPlantAndEquipment,유형자산,-,Term 20,2329834013415,Term 19,2036044655189,Term 18,1813288570135,15,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_RightofuseAssets,사용권자산,-,Term 20,219793014823,Term 19,273157209374,Term 18,0,16,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_InvestmentProperty,투자부동산,-,Term 20,24759532927,Term 19,42239252222,Term 18,45184246888,17,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,Term 20,2063442867186,Term 19,1787313564367,Term 18,1544973448428,18,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,Term 20,9768003713,Term 19,9467262843,Term 18,10397354014,19,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_OtherNonCurrentAssets,기타비유동자산,-,Term 20,21927207735,Term 19,8167795522,Term 18,18963041157,20,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_Assets,자산총계,-,Term 20,6801415783710,Term 19,6493669662971,Term 18,5275874284165,21,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_CurrentLiabilities,유동부채,-,Term 20,1479723875311,Term 19,1771203779670,Term 18,1358883491897,23,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타유동채무,-,Term 20,779910998828,Term 19,1034527055707,Term 18,848560014566,24,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_ShortTermTradePayables,단기매입채무,-,Term 20,251186196633,Term 19,290674359917,Term 18,215581212474,25,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,-Standard account code not used-,기타채무,-,Term 20,338733244659,Term 19,352651064454,Term 18,258640013188,26,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_ShorttermBorrowings,단기차입금,-,Term 20,186412985536,Term 19,287644127872,Term 18,210810384650,27,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,-,Term 20,3578572000,Term 19,3566080000,Term 18,13566080000,28,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,dart_CurrentPortionOfBonds,유동성사채,-,Term 20,,Term 19,99991423464,Term 18,149962324254,29,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
20210311001010,11011,2020,00356370,BS,Statement of financial position,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,Term 20,180411503449,Term 19,200760674566,Term 18,192627804993,30,KRW,,opendart_fnlttSinglAcntAll,CFS,11011,BS,051900,LG생활건강
